region,postcode,place,county,Gravemaskin - belter,Lastebiler,Hjullastere,Traktorer,Maskinhengere,Gravemaskin - hjul,Minimaskiner < 5tonn,Dumpere,Borevogner,Knuseverk,Trekkvogner,Kompressorer,Containerbiler,Bulldosere,Veghøvler,Andre,Maskiner Totalt,Registrering år,Næring,Antall ansatte,Omsetning EUR,Name
Region Vest,5268,Haukeland,Hordaland,3,1,1,1,0,0,0,3,0,0,0,0,0,1,0,4,14,,,,,Company 1639
Region Øst,2092,Minnesund,Akershus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1640
Region Øst,2651,Østre Gausdal,Oppland,16,5,3,3,1,2,1,4,1,0,0,0,0,1,3,2,42,"=""19.02.1995",Grunnarbeid (43120),55,15416847,Company 1641
Region Sørøst,3350,Prestfoss,Buskerud,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8,"=""29.10.1997",Annen spesialisert bygge- og anleggsvirksomhet (43990),6,744457,Company 1642
Region Sørøst,3402,Lier,Buskerud,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,"=""13.10.1997",Grunnarbeid (43120),11,430488,Company 1643
Region Sørøst,3270,Larvik,Vestfold,13,1,4,2,0,5,0,7,2,0,0,0,0,0,0,7,41,"=""19.02.1995",Grunnarbeid (43120),112,27347373,Company 1644
Region Vest,6887,Lærdal,Sogn og Fjordane,8,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,15,"=""05.12.2005",Godstransport på vei (49410),17,2540945,Company 1645
Region Vest,6781,Stryn,Sogn og Fjordane,10,7,2,2,1,3,2,1,1,1,2,1,1,0,1,3,38,"=""19.02.1995",Annen spesialisert bygge- og anleggsvirksomhet (43990),32,7757153,Company 1646
Region Midt,7580,Selbu,Sør-Trøndelag,8,4,3,2,1,1,0,1,1,0,1,0,0,1,1,2,26,"=""19.02.1995",Bygging av veier og motorveier (42110),27,5670359,Company 1647
Region Midt,7242,Knarrlagsund,Sør-Trøndelag,3,2,0,0,1,0,1,0,1,0,1,0,0,0,0,1,10,"=""20.02.1995",Grunnarbeid (43120),1,27702,Company 1648
Region Midt,7331,Løkken Verk,Sør-Trøndelag,4,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0,13,"=""21.06.2004",Grunnarbeid (43120),10,1185867,Company 1649
Region Midt,7048,Trondheim,Sør-Trøndelag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,Company 1650
Region Sørvest,4608,Kristiansand S,Vest-Agder,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,,,,,Company 1651
Region Nord,9811,Vadsø,Finnmark,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,"=""04.03.2006",Grunnarbeid (43120),1,272408,Company 1652
Region Nord,8360,Bøstad,Nordland,7,3,1,1,1,0,2,1,0,2,1,0,0,0,0,3,22,"=""12.03.1995",Bygging av vann- og kloakkanlegg (42210),17,1850061,Company 1653
Region Øst,2382,Brumunddal,Hedmark,8,3,2,1,0,3,2,5,0,0,0,0,0,0,1,13,38,"=""19.02.1995",Bygging av vann- og kloakkanlegg (42210),31,7716024,Company 1654
Region Nord,8283,Leinesfjord,Nordland,4,2,2,2,1,0,1,0,1,1,0,0,0,0,1,1,16,"=""22.07.1999",Annen spesialisert bygge- og anleggsvirksomhet (43990),8,770386,Company 1655
Region Nord,9514,Alta,Finnmark,3,2,2,0,2,1,1,0,0,1,2,0,0,0,0,11,25,"=""08.07.1998",Grunnarbeid (43120),30,3013135,Company 1656
Region Nord,9322,Karlstad,Troms,16,5,11,1,1,1,2,7,2,4,1,0,0,1,2,10,64,"=""12.03.1995",Bygging av veier og motorveier (42110),75,20759100,Company 1657
Region Sørøst,3160,Stokke,Vestfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1658
Region Midt,7353,Børsa,Sør-Trøndelag,5,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,9,"=""11.11.2014",Annen spesialisert bygge- og anleggsvirksomhet (43990),16,1649729,Company 1659
Region Midt,6503,Kristiansund N,Møre og Romsdal,12,2,3,1,0,1,2,6,2,0,2,2,0,1,1,3,38,"=""12.03.1995",Grunnarbeid (43120),28,7698978,Company 1660
Region Vest,5353,Straume,Hordaland,9,7,0,0,0,0,4,1,0,0,0,0,0,0,0,0,21,,,,,Company 1661
Region Sørvest,4354,Voll,Rogaland,9,1,2,3,1,1,1,2,0,0,0,1,0,0,0,6,27,"=""12.03.1995",Bygging av vann- og kloakkanlegg (42210),26,4643379,Company 1662
Region Vest,5570,Aksdal,Rogaland,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,"=""23.05.2016",Grunnarbeid (43120),8,1035635,Company 1663
Region Midt,6650,Surnadal,Møre og Romsdal,8,2,2,1,1,1,1,0,0,1,1,2,0,0,0,7,27,"=""12.03.1995",Grunnarbeid (43120),12,1544934,Company 1664
Region Øst,1900,Fetsund,Akershus,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,"=""20.02.1995",Oppføring av bygninger (41200),4,623306,Company 1665
Region Midt,7580,Selbu,Sør-Trøndelag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""02.01.2012","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin (08120)",,105274,Company 1666
Region Midt,7977,Høylandet,Nord-Trøndelag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1667
Region Nord,8110,Moldjord,Nordland,0,4,3,1,1,0,3,1,0,1,1,0,0,1,0,0,16,"=""26.05.2004",Oppføring av bygninger (41200),62,13390921,Company 1668
Seksjon Ressurs og miljø,2740,Roa,Oppland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"=""23.01.1998",Tjenester tilknyttet skogbruk (02400),2,542817,Company 1669
Region Vest,6723,Svelgen,Sogn og Fjordane,6,3,2,0,1,1,1,0,1,1,1,0,1,0,0,8,26,,,,,Company 1670
Region Vest,6763,Hornindal,Sogn og Fjordane,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,"=""21.04.2012",Grunnarbeid (43120),5,437518,Company 1671
Region Vest,5713,Vossestrand,Hordaland,4,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,10,"=""12.04.2010",Grunnarbeid (43120),12,793386,Company 1672
Region Øst,1735,Varteig,Østfold,5,2,3,1,2,1,0,0,1,0,0,1,3,0,0,1,20,"=""27.07.2011",Grunnarbeid (43120),12,1770667,Company 1673
Region Midt,7224,Melhus,Sør-Trøndelag,7,0,0,2,0,1,4,0,0,0,0,0,0,1,0,7,22,"=""26.06.1999",Grunnarbeid (43120),15,3192000,Company 1674
Region Vest,6963,Dale i Sunnfjord,Sogn og Fjordane,9,4,2,1,2,2,1,2,2,0,1,0,0,0,0,1,27,"=""21.07.1998",Annen spesialisert bygge- og anleggsvirksomhet (43990),18,3031076,Company 1675
Region Midt,7120,Leksvik,Nord-Trøndelag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1676
Region Sørøst,3503,Hønefoss,Buskerud,4,11,12,1,0,1,0,3,0,12,0,0,0,0,1,1,46,"=""19.02.1995","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin (08120)",47,7403907,Company 1677
Region Sørøst,3503,Hønefoss,Buskerud,4,2,1,1,2,0,0,2,0,1,1,1,0,0,0,2,17,"=""19.02.1995",Grunnarbeid (43120),2,381915,Company 1678
Region Midt,6670,Øydegard,Møre og Romsdal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""12.03.1995",Grunnarbeid (43120),8,572946,Company 1679
Region Midt,6494,Vevang,Møre og Romsdal,5,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,10,"=""19.02.1995",Bygging av vann- og kloakkanlegg (42210),11,1214601,Company 1680
Region Nord,8700,Nesna,Nordland,8,3,5,1,1,1,2,1,1,3,1,0,2,1,1,1,32,"=""13.04.2000",Bygging av andre anlegg ikke nevnt annet sted (42990),15,1120928,Company 1681
Region Midt,6060,Hareid,Møre og Romsdal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1682
Region Nord,9283,Tromsø,Troms,7,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,13,,,,,Company 1683
Region Øst,2323,Ingeberg,Hedmark,3,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9,"=""08.07.2006",Grunnarbeid (43120),17,3478420,Company 1684
Region Midt,7180,Roan,Sør-Trøndelag,4,2,1,1,1,0,2,1,1,1,0,1,1,0,1,5,22,"=""15.01.2016",Bygging av vann- og kloakkanlegg (42210),11,2179563,Company 1685
Region Nord,9751,Honningsvåg,Finnmark,3,1,5,0,0,2,0,1,0,0,0,0,0,0,0,2,14,,,,,Company 1686
Region Nord,8484,Risøyhamn,Nordland,36,40,43,0,3,9,1,32,13,1,3,3,3,3,5,5,200,"=""12.03.1995",Bygging av bruer og tunneler (42130),311,72320850,Company 1687
Region Nord,9303,Silsand,Troms,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"=""21.07.2015",Grunnarbeid (43120),6,625249,Company 1688
Region Sørøst,3632,Uvdal,Buskerud,10,4,3,1,1,1,1,2,0,1,0,0,0,0,1,5,30,,,,,Company 1689
Region Nord,9043,Jøvik,Troms,3,2,3,0,1,0,0,1,0,3,0,0,0,0,0,1,14,"=""12.03.1995","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin (08120)",4,727195,Company 1690
Region Nord,9310,Sørreisa,Troms,7,3,2,1,1,1,1,2,1,1,1,1,1,1,1,5,30,"=""12.03.1995",Grunnarbeid (43120),17,2990875,Company 1691
Region Nord,9360,Bardu,Troms,0,5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,10,,,,,Company 1692
Region Vest,5267,Espeland,Hordaland,8,2,0,0,1,0,2,1,1,0,0,0,0,0,0,1,16,,,,,Company 1693
Region Øst,2092,Minnesund,Akershus,5,2,1,0,1,1,1,1,1,0,0,0,0,0,0,6,19,"=""19.02.1995",Grunnarbeid (43120),12,3102793,Company 1694
Region Øst,2849,Kapp,Oppland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1695
Region Øst,2120,Sagstua,Hedmark,4,2,0,0,1,1,0,1,1,1,1,0,0,0,1,0,13,"=""12.03.1995",Bygging av vann- og kloakkanlegg (42210),3,425791,Company 1696
Seksjon Ressurs og miljø,1592,Våler,Østfold,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,8,"=""03.06.2009",Bygging av vann- og kloakkanlegg (42210),13,2817746,Company 1697
Region Vest,5954,Mongstad,Hordaland,8,2,2,1,1,1,2,2,2,0,1,3,0,0,0,7,32,"=""04.09.2006",Annen spesialisert bygge- og anleggsvirksomhet (43990),29,8844183,Company 1698
Region Nord,9325,Bardufoss,Troms,13,7,7,1,1,1,1,3,0,3,1,0,1,0,0,31,70,"=""19.02.1995",Grunnarbeid (43120),60,8842354,Company 1699
Region Vest,6872,Luster,Sogn og Fjordane,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,"=""19.02.1995",Annen spesialisert bygge- og anleggsvirksomhet (43990),2,,Company 1700
Region Sørøst,3150,Tolvsrød,Vestfold,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,,,,,Company 1701
Region Nord,9496,Harstad,Troms,8,2,2,1,1,1,0,1,2,0,0,0,0,0,0,10,28,"=""12.03.1995",Grunnarbeid (43120),32,5403841,Company 1702
Region Vest,5260,Indre Arna,Hordaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1703
Region Midt,7300,Orkanger,Sør-Trøndelag,7,1,5,1,1,0,2,0,0,1,1,0,0,0,0,1,20,"=""19.02.1995",Grunnarbeid (43120),23,3429274,Company 1704
Region Nord,9991,Båtsfjord,Finnmark,2,8,3,0,1,1,1,0,0,1,2,0,1,0,0,8,28,"=""20.02.1995",Grunnarbeid (43120),28,2996187,Company 1705
Region Sørøst,3370,Vikersund,Buskerud,2,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,10,"=""11.06.2012",Bygging av veier og motorveier (42110),11,2305155,Company 1706
Region Nord,8601,Mo i Rana,Nordland,21,4,9,0,4,4,9,4,3,4,1,6,0,2,0,0,71,,,,,Company 1707
Region Øst,2092,Minnesund,Akershus,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,,,,,Company 1708
Region Vest,6991,Høyanger,Sogn og Fjordane,11,3,6,0,1,1,0,2,0,1,1,1,4,0,0,5,36,,,,,Company 1709
Seksjon Ressurs og miljø,1620,Gressvik,Østfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""19.02.1995",Bygging av vann- og kloakkanlegg (42210),16,2869720,Company 1710
Region Vest,5614,Ålvik,Hordaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1711
Region Sørøst,3571,Ål,Buskerud,6,4,9,0,3,0,0,1,0,8,2,0,0,0,1,0,34,"=""02.07.2003","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin (08120)",27,6828632,Company 1712
Region Sørøst,3766,Sannidal,Telemark,5,2,1,0,1,1,1,0,1,0,0,0,0,0,0,4,16,"=""31.12.1999",Annen spesialisert bygge- og anleggsvirksomhet (43990),10,1612377,Company 1713
Region Sørvest,4724,Iveland,Aust-Agder,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,"=""21.06.2008",Grunnarbeid (43120),3,175345,Company 1714
Region Øst,1640,Råde,Østfold,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,10,15,"=""29.09.2011",Bygging av vann- og kloakkanlegg (42210),26,6042666,Company 1715
Region Nord,8643,Bjerka,Nordland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1716
Region Sørøst,3748,Siljan,Telemark,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,"=""22.01.2015",Grunnarbeid (43120),2,901738,Company 1717
Region Sørvest,4342,Undheim,Rogaland,4,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,9,"=""19.02.1995",Grunnarbeid (43120),1,,Company 1718
Region Sørøst,3412,Lierstranda,Buskerud,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,6,"=""14.02.2008",Riving av bygninger og andre konstruksjoner (43110),3,347433,Company 1719
Region Sørøst,3178,Våle,Vestfold,8,2,1,1,1,1,0,1,0,0,1,0,0,0,0,2,18,"=""19.02.1995",Annen spesialisert bygge- og anleggsvirksomhet (43990),20,4865615,Company 1720
Region Sørøst,3408,Tranby,Buskerud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1721
Region Midt,7340,Oppdal,Sør-Trøndelag,6,4,3,1,1,2,0,0,1,0,1,1,0,0,0,4,24,"=""19.02.1995",Bygging av vann- og kloakkanlegg (42210),25,4647588,Company 1722
Region Nord,9514,Alta,Finnmark,10,2,3,0,1,2,1,1,3,3,4,0,0,0,0,2,32,"=""19.02.1995",Grunnarbeid (43120),32,3818701,Company 1723
Region Sørøst,3967,Stathelle,Telemark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""07.07.2008",Grunnarbeid (43120),2,4475441,Company 1724
Region Midt,7203,Vinjeøra,Sør-Trøndelag,9,5,5,1,1,1,2,1,0,1,1,0,0,0,0,1,28,"=""19.02.1995",Grunnarbeid (43120),27,6013085,Company 1725
Region Midt,6200,Stranda,Møre og Romsdal,12,7,9,0,3,0,0,3,0,6,5,0,0,0,0,10,55,"=""19.02.1995",Grunnarbeid (43120),74,10748111,Company 1726
Region Midt,7300,Orkanger,Sør-Trøndelag,8,1,4,0,0,1,1,2,0,0,0,0,0,0,1,2,20,"=""19.02.1995",Bygging av vann- og kloakkanlegg (42210),15,4971408,Company 1727
Seksjon Ressurs og miljø,0214,Oslo,Oslo,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,"=""01.10.2012",Innsamling av ikke-farlig avfall (38110),7,19058359,Company 1728
Region Midt,7970,Kolvereid,Nord-Trøndelag,8,0,2,2,1,0,0,4,0,0,1,0,0,1,0,3,22,"=""12.03.1995",Grunnarbeid (43120),19,5882188,Company 1729
Region Nord,9455,Engenes,Troms,4,2,1,0,1,1,0,1,0,0,1,0,1,0,0,5,17,,,,,Company 1730
Region Sørøst,3906,Porsgrunn,Telemark,14,1,9,0,1,3,8,0,0,3,0,1,2,0,0,1,43,"=""20.08.1999",Riving av bygninger og andre konstruksjoner (43110),1,10830737,Company 1731
Seksjon Ressurs og miljø,1352,Kolsås,Akershus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"=""19.02.1995",Tjenester tilknyttet skogbruk (02400),1,,Company 1732
Region Nord,8601,Mo,Nordland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""30.09.2014",Grunnarbeid (43120),25,2322456,Company 1733
Region Nord,8850,Herøy,Nordland,6,2,0,2,2,1,2,0,2,0,2,0,0,0,0,2,21,"=""14.01.1999",Annen spesialisert bygge- og anleggsvirksomhet (43990),11,1446935,Company 1734
Region Nord,9845,Tana,Finnmark,8,1,5,2,2,0,1,3,0,4,2,0,0,0,1,1,30,,,,,Company 1735
Region Sørøst,3243,Kodal,Vestfold,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,"=""29.06.2009",Grunnarbeid (43120),12,2093208,Company 1736
Region Midt,7520,Hegra,Nord-Trøndelag,6,2,4,0,1,0,0,5,1,3,1,0,0,0,0,0,23,"=""19.02.1995",Annen spesialisert bygge- og anleggsvirksomhet (43990),12,2774464,Company 1737
Region Øst,2550,Os i Østerdalen,Hedmark,7,4,2,3,1,1,2,2,1,1,1,0,0,1,2,3,31,"=""19.02.1995",Bygging av vann- og kloakkanlegg (42210),34,3427032,Company 1738
Region Sørøst,3550,Gol,Buskerud,7,2,2,0,1,2,0,2,0,0,0,0,0,0,0,0,16,"=""12.03.2013",Grunnarbeid (43120),27,7328277,Company 1739
Region Vest,6940,Eikefjord,Sogn og Fjordane,8,2,1,2,2,1,2,1,4,0,1,1,0,0,0,8,33,,,,,Company 1740
Region Øst,1641,Råde,Østfold,11,4,4,0,1,4,0,2,1,1,0,0,0,1,0,41,70,"=""19.02.1995",Grunnarbeid (43120),107,27207295,Company 1741
Region Vest,6899,Balestrand,Sogn og Fjordane,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,,,,,Company 1742
Region Sørøst,3864,Rauland,Telemark,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,"=""25.01.2005",Grunnarbeid (43120),1,,Company 1743
Region Sørvest,4682,Søgne,Vest-Agder,28,6,10,0,1,1,0,9,0,2,0,0,0,0,0,5,62,"=""19.02.1995",Grunnarbeid (43120),87,16992773,Company 1744
Region Midt,7732,Steinkjer,Nord-Trøndelag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""12.03.1995","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin (08120)",4,654772,Company 1745
Region Sørøst,3540,Nesbyen,Buskerud,6,1,1,0,1,3,0,3,2,0,0,0,0,0,1,7,25,,,,,Company 1746
Region Sørøst,3320,Vestfossen,Buskerud,3,2,1,1,0,1,0,1,0,0,0,1,0,1,0,1,12,"=""29.04.2002",Grunnarbeid (43120),4,1640479,Company 1747
Region Nord,9180,Skjervøy,Troms,7,2,2,0,1,1,0,2,3,0,2,0,0,1,1,0,22,,,,,Company 1748
Region Sørøst,3206,Sandefjord,Vestfold,9,3,4,3,1,2,5,2,0,1,0,2,0,0,0,8,40,"=""19.02.1995",Grunnarbeid (43120),47,9006956,Company 1749
Region Midt,6590,Tustna,Møre og Romsdal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"=""27.06.2012",Grunnarbeid (43120),1,96959,Company 1750
Region Øst,2960,Røn,Oppland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1751
Region Midt,7652,Verdal,Nord-Trøndelag,15,4,5,1,0,2,2,4,2,1,1,0,0,4,1,0,42,"=""20.02.1995",Grunnarbeid (43120),48,10879422,Company 1752
Region Midt,6218,Hellesylt,Møre og Romsdal,10,3,2,2,1,0,0,2,0,3,2,0,0,0,1,0,26,"=""19.02.1995",Annen spesialisert bygge- og anleggsvirksomhet (43990),22,1709944,Company 1753
Region Midt,6218,Hellesylt,Møre og Romsdal,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,"=""28.03.2006",Grunnarbeid (43120),1,46931,Company 1754
Region Vest,6817,Naustdal,Sogn og Fjordane,9,3,6,1,1,0,1,1,1,4,1,0,0,1,0,0,29,"=""18.03.2013",Bryting av stein til bygge- og anleggsvirksomhet (08111),44,5592343,Company 1755
Region Øst,2022,Gjerdrum,Akershus,1,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,8,,,,,Company 1756
Region Sørvest,4070,Randaberg,Rogaland,17,1,5,0,0,2,0,3,0,0,0,0,0,1,0,0,29,"=""07.03.1996",Grunnarbeid (43120),59,16652266,Company 1757
Region Midt,7080,Heimdal,Sør-Trøndelag,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,"=""12.03.1995",Bygging av vann- og kloakkanlegg (42210),15,326787,Company 1758
Region Midt,6445,Malmefjorden,Møre og Romsdal,15,5,3,5,3,2,3,3,0,0,2,0,1,0,1,6,49,"=""19.02.1995",Bygging av andre anlegg ikke nevnt annet sted (42990),45,6040077,Company 1759
Region Vest,5142,Fyllingsdalen,Hordaland,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,Company 1760
Region Nord,8283,Leinesfjord,Nordland,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,4,10,"=""17.09.2001",Bygging av veier og motorveier (42110),14,3031994,Company 1761
Region Sørøst,3766,Sannidal,Telemark,3,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,8,"=""28.04.2001",Grunnarbeid (43120),4,796940,Company 1762
Region Midt,6445,Malmefjorden,Møre og Romsdal,5,1,3,0,0,0,0,2,0,2,0,0,0,0,0,0,13,,,,,Company 1763
Region Sørøst,3261,Larvik,Vestfold,12,2,2,3,0,2,0,1,0,0,0,0,0,0,0,2,24,"=""27.08.1998",Bygging av vann- og kloakkanlegg (42210),49,12700308,Company 1764
Region Vest,5584,Bjoa,Rogaland,6,2,1,2,2,0,0,1,2,1,0,0,0,0,0,10,27,,,,,Company 1765
Region Sørøst,3652,Hovin i Telemark,Telemark,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,"=""28.12.2005",Grunnarbeid (43120),2,623807,Company 1766
Region Midt,7434,Trondheim,Sør-Trøndelag,5,2,1,1,1,2,1,0,0,0,0,0,1,0,0,2,16,"=""12.03.1995",Byggeteknisk konsulentvirksomhet (71121),14,1902698,Company 1767
Region Vest,5262,Arnatveit,Hordaland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,Company 1768
Region Nord,9040,Nordkjosbotn,Troms,3,3,3,0,0,1,0,0,0,3,0,0,0,0,1,1,15,,,,,Company 1769
Region Vest,6983,Kvammen,Sogn og Fjordane,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,8,,,,,Company 1770
Region Vest,5357,Fjell,Hordaland,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,6,,,,,Company 1771
Region Nord,8120,Nygårdsjøen,Nordland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""30.01.2014",Grunnarbeid (43120),18,1670269,Company 1772
Region Sørøst,3320,Vestfossen,Buskerud,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"=""28.05.2011",Grunnarbeid (43120),3,877636,Company 1773
Region Øst,2407,Elverum,Hedmark,11,6,5,2,2,4,1,1,2,1,0,0,0,0,1,1,37,"=""15.07.1998",Grunnarbeid (43120),31,5368553,Company 1774
Region Sørøst,3516,Hønefoss,Buskerud,12,5,2,1,1,3,1,4,0,0,1,0,1,0,0,2,33,,,,,Company 1775
Region Midt,6065,Ulsteinvik,Møre og Romsdal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1776
Region Vest,5628,Herand,Hordaland,7,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,13,"=""15.06.2005",Grunnarbeid (43120),13,2644575,Company 1777
Region Sørøst,3656,Atrå,Telemark,6,4,2,1,2,3,0,1,0,0,0,0,0,0,0,4,23,"=""01.03.2005",Grunnarbeid (43120),31,3435569,Company 1778
Region Nord,8523,Elvegard,Nordland,3,2,1,0,1,1,0,0,1,1,1,0,0,0,0,0,11,,,,,Company 1779
Region Øst,2730,Lunner,Oppland,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,,,,,Company 1780
Region Sørøst,3157,Barkåker,Vestfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1781
Region Midt,6570,Smøla,Møre og Romsdal,4,1,1,1,1,0,0,2,1,0,0,0,0,0,0,5,16,"=""20.02.1995",Grunnarbeid (43120),1,122827,Company 1782
Region Vest,5232,Paradis,Hordaland,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,,,,,Company 1783
Region Sørvest,4308,Sandnes,Rogaland,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,6,"=""07.07.2009",Grunnarbeid (43120),,,Company 1784
Region Øst,2338,Espa,Hedmark,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,"=""25.10.2002",Grunnarbeid (43120),2,307801,Company 1785
Region Sørøst,3612,Kongsberg,Buskerud,5,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,13,"=""10.07.2006",Annen spesialisert bygge- og anleggsvirksomhet (43990),6,2101712,Company 1786
Region Sørøst,3158,Andebu,Vestfold,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,"=""12.03.1995",Bygging av vann- og kloakkanlegg (42210),,,Company 1787
Seksjon Ressurs og miljø,4848,Arendal,Aust-Agder,1,3,0,0,1,0,0,0,3,0,0,3,0,0,0,6,17,"=""20.02.1995",Bygging av vann- og kloakkanlegg (42210),8,2224443,Company 1788
Region Midt,7093,Tiller,Sør-Trøndelag,14,3,6,1,0,3,3,0,3,2,1,0,0,1,0,2,39,"=""19.02.1995",Bygging av andre anlegg ikke nevnt annet sted (42990),145,55650102,Company 1789
Region Midt,7200,Kyrksæterøra,Sør-Trøndelag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1790
Region Nord,9275,Tromsø,Troms,7,2,3,1,0,1,1,1,0,0,0,0,0,0,1,4,21,"=""03.12.2005",Grunnarbeid (43120),52,8001020,Company 1791
Region Midt,7604,Levanger,Nord-Trøndelag,8,3,2,0,1,0,0,0,0,0,1,0,1,0,0,2,18,"=""19.02.1995",Grunnarbeid (43120),21,2780101,Company 1792
Region Vest,5258,Blomsterdalen,Hordaland,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,"=""19.02.1995",Grunnarbeid (43120),2,133428,Company 1793
Region Øst,2069,Jessheim,Akershus,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,"=""19.02.1995",Grunnarbeid (43120),1,152491,Company 1794
Seksjon Ressurs og miljø,2216,Roverud,Hedmark,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,13,16,"=""09.02.2015",Tjenester tilknyttet skogbruk (02400),7,1132967,Company 1795
Region Nord,8276,Ulvsvåg,Nordland,4,3,2,1,1,0,1,0,0,0,1,1,0,0,0,3,17,,,,,Company 1796
